"","Date","Open","High","Low","Close","Volume","Company","volumeDiff","shifted"
"1",2021-03-15,2062.300049,2067.060059,2043.51001,2066.48999,1298100,"Google",4.18994100000009,2092.52002
"2",2021-03-16,2078.98999,2123.560059,2070,2092.52002,1491600,"Google",13.5300299999999,2091.080078
"3",2021-03-17,2076.030029,2109.780029,2054,2091.080078,1299000,"Google",15.0500489999999,2036.219971
"4",2021-03-18,2061,2075.5,2033.550049,2036.219971,1361400,"Google",-24.780029,2043.199951
"5",2021-03-19,2042.050049,2053.100098,2017.680054,2043.199951,2314900,"Google",1.14990200000011,2038.589966
"6",2021-03-22,2041.839966,2057.98999,2026.069946,2038.589966,1954800,"Google",-3.25,2052.959961
"7",2021-03-23,2051.699951,2072.302002,2039.219971,2052.959961,1367000,"Google",1.26000999999997,2045.060059
"8",2021-03-24,2065.370117,2078.209961,2041.555054,2045.060059,1154000,"Google",-20.310058,2044.359985
"9",2021-03-25,2044.810059,2058.870117,2010.72998,2044.359985,1418900,"Google",-0.450073999999859,2035.550049
"10",2021-03-26,2038.859985,2050.98999,2014.02002,2035.550049,1493500,"Google",-3.30993600000011,2055.949951
"11",2021-03-29,2027.880005,2058.429932,2015.619995,2055.949951,1229800,"Google",28.0699460000001,2055.540039
"12",2021-03-30,2057.629883,2070.780029,2044.030029,2055.540039,1036600,"Google",-2.08984400000008,2068.629883
"13",2021-03-31,2059.120117,2093.326904,2056.745117,2068.629883,1459900,"Google",9.50976600000013,2137.75
"14",2021-04-01,2097.949951,2142.939941,2096.889893,2137.75,1699000,"Google",39.8000489999999,2225.550049
"15",2021-04-05,2152.939941,2237.310059,2151.620117,2225.550049,2164900,"Google",72.6101079999999,2224.75
"16",2021-04-06,2222.5,2237.659912,2214.800049,2224.75,1353000,"Google",2.25,2249.679932
"17",2021-04-07,2226.129883,2255,2225.330078,2249.679932,1289900,"Google",23.5500489999999,2265.439941
"18",2021-04-08,2277.959961,2284.004883,2257.679932,2265.439941,1358300,"Google",-12.5200199999999,2285.879883
"19",2021-04-09,2256.699951,2289.040039,2253.714111,2285.879883,1044400,"Google",29.179932,2254.790039
"20",2021-04-12,2266.25,2275.320068,2238.465088,2254.790039,1565900,"Google",-11.459961,2267.27002
"21",2021-04-13,2261.469971,2277.209961,2256.090088,2267.27002,1165500,"Google",5.80004899999994,2254.840088
"22",2021-04-14,2275.159912,2277.98999,2249.189941,2254.840088,1011000,"Google",-20.3198240000002,2296.659912
"23",2021-04-15,2276.97998,2306.596924,2266,2296.659912,1373600,"Google",19.679932,2297.76001
"24",2021-04-16,2303,2306.439941,2284.449951,2297.76001,1129800,"Google",-5.23999000000003,2302.399902
"25",2021-04-19,2291.97998,2318.449951,2287.844971,2302.399902,1234400,"Google",10.419922,2293.629883
"26",2021-04-20,2307.889893,2309.600098,2271.709961,2293.629883,1088700,"Google",-14.26001,2293.290039
"27",2021-04-21,2285.25,2295.320068,2258.570068,2293.290039,1196500,"Google",8.04003899999998,2267.919922
"28",2021-04-22,2293.22998,2303.761963,2256.449951,2267.919922,1054800,"Google",-25.310058,2315.300049
"29",2021-04-23,2283.469971,2325.820068,2278.209961,2315.300049,1433500,"Google",31.830078,2326.73999
"30",2021-04-26,2319.929932,2341.26001,2313.840088,2326.73999,1041700,"Google",6.81005800000003,2307.120117
"31",2021-04-27,2336,2337.449951,2304.27002,2307.120117,1598600,"Google",-28.8798830000001,2379.909912
"32",2021-04-28,2407.14502,2452.37793,2374.850098,2379.909912,2986400,"Google",-27.2351079999999,2429.889893
"33",2021-04-29,2410.330078,2436.52002,2402.280029,2429.889893,1977700,"Google",19.5598150000001,2410.120117
"34",2021-04-30,2404.48999,2427.139893,2402.159912,2410.120117,1957100,"Google",5.6301269999999,2395.169922
"35",2021-05-03,2402.719971,2419.699951,2384.5,2395.169922,1689400,"Google",-7.55004899999994,2354.25
"36",2021-05-04,2369.73999,2379.26001,2311.699951,2354.25,1756000,"Google",-15.48999,2356.73999
"37",2021-05-05,2368.419922,2382.199951,2351.409912,2356.73999,1090300,"Google",-11.679932,2381.350098
"38",2021-05-06,2350.639893,2382.709961,2342.337891,2381.350098,1030900,"Google",30.7102049999999,2398.689941
"39",2021-05-07,2400,2416.409912,2390,2398.689941,1163600,"Google",-1.31005899999991,2341.659912
"40",2021-05-10,2374.889893,2378,2334.72998,2341.659912,1300300,"Google",-33.229981,2308.76001
"41",2021-05-11,2291.860107,2322,2283,2308.76001,1605500,"Google",16.899903,2239.080078
"42",2021-05-12,2261.709961,2285.370117,2230.050049,2239.080078,1746700,"Google",-22.6298830000001,2261.969971
"43",2021-05-13,2261.090088,2276.601074,2242.719971,2261.969971,1333500,"Google",0.879883000000063,2316.159912
"44",2021-05-14,2291.830078,2321.139893,2283.320068,2316.159912,1331200,"Google",24.3298340000001,2321.409912
"45",2021-05-17,2309.320068,2323.340088,2295,2321.409912,992100,"Google",12.0898440000001,2303.429932
"46",2021-05-18,2336.906006,2343.149902,2303.159912,2303.429932,865100,"Google",-33.4760740000002,2308.709961
"47",2021-05-19,2264.399902,2316.76001,2263.52002,2308.709961,967500,"Google",44.3100589999999,2356.090088
"48",2021-05-20,2328.040039,2360.340088,2321.090088,2356.090088,1191600,"Google",28.0500489999999,2345.100098
"49",2021-05-21,2365.98999,2369,2342.370117,2345.100098,1141600,"Google",-20.8898920000001,2406.669922
"50",2021-05-24,2367,2418.47998,2360.110107,2406.669922,1062200,"Google",39.669922,2409.070068
"51",2021-05-25,2420,2432.889893,2402.98999,2409.070068,941900,"Google",-10.929932,2433.530029
"52",2021-05-26,2412.834961,2442.944092,2412.514893,2433.530029,1092800,"Google",20.695068,2402.51001
"53",2021-05-27,2436.939941,2440,2402,2402.51001,1948100,"Google",-34.4299310000001,2411.560059
"54",2021-05-28,2421.959961,2428.139893,2407.689941,2411.560059,1205400,"Google",-10.3999020000001,2429.810059
"55",2021-06-01,2422,2437.970947,2404.879883,2429.810059,958300,"Google",7.81005899999991,2421.280029
"56",2021-06-02,2435.310059,2442,2404.199951,2421.280029,857900,"Google",-14.0300299999999,2404.610107
"57",2021-06-03,2395.02002,2409.745117,2382.830078,2404.610107,917300,"Google",9.59008700000004,2451.76001
"58",2021-06-04,2422.52002,2453.858887,2417.77002,2451.76001,1297400,"Google",29.23999,2466.090088
"59",2021-06-07,2451.320068,2468,2441.072998,2466.090088,1192500,"Google",14.7700199999999,2482.850098
"60",2021-06-08,2479.899902,2494.495117,2468.23999,2482.850098,1253000,"Google",2.95019599999978,2491.399902
"61",2021-06-09,2499.5,2505,2487.330078,2491.399902,1006300,"Google",-8.10009799999989,2521.600098
"62",2021-06-10,2494.01001,2523.26001,2494,2521.600098,1561700,"Google",27.5900879999999,2513.929932
"63",2021-06-11,2524.919922,2526.98999,2498.290039,2513.929932,1262000,"Google",-10.98999,2527.040039
"64",2021-06-14,2513.389893,2528.22998,2500.939941,2527.040039,1127500,"Google",13.6501459999999,2520.659912
"65",2021-06-15,2530.439941,2537.23999,2512.969971,2520.659912,1109100,"Google",-9.78002900000001,2513.929932
"66",2021-06-16,2524.949951,2530.469971,2482.999023,2513.929932,1315800,"Google",-11.020019,2527.419922
"67",2021-06-17,2510.459961,2543.929932,2510.300049,2527.419922,1287800,"Google",16.959961,2511.350098
"68",2021-06-18,2514.110107,2527.780029,2492.060059,2511.350098,2665300,"Google",-2.76000900000008,2529.100098
"69",2021-06-21,2514.800049,2540.735107,2502.685059,2529.100098,1312800,"Google",14.3000489999999,2539.98999
"70",2021-06-22,2529,2545.399902,2520.530029,2539.98999,1049200,"Google",10.98999,2529.22998
"71",2021-06-23,2531,2555.919922,2525.040039,2529.22998,984700,"Google",-1.77001999999993,2545.639893
"72",2021-06-24,2541.070068,2550.709961,2539.199951,2545.639893,946700,"Google",4.56982500000004,2539.899902
"73",2021-06-25,2539.139893,2550.100098,2528.879883,2539.899902,1674200,"Google",0.760009000000082,2536.389893
"74",2021-06-28,2540,2546.73999,2519.476074,2536.389893,1405500,"Google",-3.61010699999997,2520.370117
"75",2021-06-29,2535.449951,2540,2508.73999,2520.370117,1047500,"Google",-15.0798340000001,2506.320068
"76",2021-06-30,2513.071045,2516,2495.149902,2506.320068,1200300,"Google",-6.75097700000015,2527.370117
"77",2021-07-01,2496.995117,2529.25,2496.995117,2527.370117,856000,"Google",30.375,2574.379883
"78",2021-07-02,2536.790039,2576.959961,2535.379883,2574.379883,1058000,"Google",37.5898440000001,2595.419922
"79",2021-07-06,2588.98999,2597.689941,2568.179932,2595.419922,1067500,"Google",6.42993200000001,2601.550049
"80",2021-07-07,2606.820068,2612.798096,2595.199951,2601.550049,834000,"Google",-5.27001900000005,2583.540039
"81",2021-07-08,2565,2600.649902,2560.800049,2583.540039,989000,"Google",18.540039,2591.48999
"82",2021-07-09,2578.889893,2596.98999,2578.870117,2591.48999,755300,"Google",12.600097,2611.280029
"83",2021-07-12,2596.669922,2615.399902,2592,2611.280029,847200,"Google",14.610107,2619.889893
"84",2021-07-13,2617.629883,2640.840088,2612.73999,2619.889893,830900,"Google",2.26000999999997,2641.649902
"85",2021-07-14,2638.030029,2659.919922,2637.959961,2641.649902,895600,"Google",3.6198730000001,2625.330078
"86",2021-07-15,2650,2651.899902,2611.959961,2625.330078,829300,"Google",-24.669922,2636.909912
"87",2021-07-16,2632.820068,2643.659912,2616.429932,2636.909912,742800,"Google",4.08984400000008,2585.080078
"88",2021-07-19,2623.110107,2624.939941,2570.73999,2585.080078,1285500,"Google",-38.030029,2622.030029
"89",2021-07-20,2600.080078,2640.0271,2583.768066,2622.030029,954200,"Google",21.9499510000001,2652.01001
"90",2021-07-21,2615.73999,2652.344971,2612.030029,2652.01001,737100,"Google",36.2700199999999,2666.570068
"91",2021-07-22,2653,2670.090088,2648,2666.570068,680400,"Google",13.570068,2756.320068
"92",2021-07-23,2705.199951,2776.169922,2694.01001,2756.320068,1318900,"Google",51.1201169999999,2792.889893
"93",2021-07-26,2765,2794.26001,2753.02002,2792.889893,1152600,"Google",27.889893,2735.929932
"94",2021-07-27,2800.219971,2800.219971,2702,2735.929932,2108200,"Google",-64.290039,2727.629883
"95",2021-07-28,2771.23999,2793.52002,2727,2727.629883,2734400,"Google",-43.610107,2730.810059
"96",2021-07-29,2727.612061,2743.030029,2722.76001,2730.810059,964200,"Google",3.1979980000001,2704.419922
"97",2021-07-30,2710.219971,2715.427002,2696.283936,2704.419922,1197700,"Google",-5.80004899999994,2719.790039
"98",2021-08-02,2709.689941,2720.409912,2693.389893,2719.790039,1007000,"Google",10.1000979999999,2725.600098
"99",2021-08-03,2720,2726.709961,2683.669922,2725.600098,953200,"Google",5.60009799999989,2720.570068
"100",2021-08-04,2724.98999,2730.76001,2708.300049,2720.570068,826400,"Google",-4.41992200000004,2738.800049
"101",2021-08-05,2720.570068,2739,2712,2738.800049,593300,"Google",18.229981,2740.719971
"102",2021-08-06,2725.899902,2741.601074,2720.929932,2740.719971,678000,"Google",14.8200689999999,2760.040039
"103",2021-08-09,2738.97998,2766.429932,2728.574951,2760.040039,618700,"Google",21.0600589999999,2761.929932
"104",2021-08-10,2761.590088,2771.030029,2744.530029,2761.929932,801700,"Google",0.339844000000085,2753.790039
"105",2021-08-11,2765.659912,2776.955078,2747,2753.790039,760200,"Google",-11.8698730000001,2767.790039
"106",2021-08-12,2754.26001,2768.360107,2735.580078,2767.790039,732300,"Google",13.530029,2768.120117
"107",2021-08-13,2767.149902,2773.47998,2760.100098,2768.120117,629000,"Google",0.970214999999826,2778.320068
"108",2021-08-16,2760,2779.810059,2723.314941,2778.320068,902000,"Google",18.320068,2746.01001
"109",2021-08-17,2763.820068,2774.370117,2735.75,2746.01001,1063600,"Google",-17.810058,2731.399902
"110",2021-08-18,2742.310059,2765.879883,2728.419922,2731.399902,746700,"Google",-10.9101569999998,2738.27002
"111",2021-08-19,2709.350098,2749.040039,2707.120117,2738.27002,914800,"Google",28.919922,2768.73999
"112",2021-08-20,2741.659912,2772.290039,2729.340088,2768.73999,778200,"Google",27.080078,2821.98999
"113",2021-08-23,2779.969971,2843.540039,2774.958984,2821.98999,1054500,"Google",42.020019,2847.969971
"114",2021-08-24,2830.870117,2860.149902,2827.070068,2847.969971,756300,"Google",17.0998540000001,2859
"115",2021-08-25,2857.659912,2866.26001,2848.790039,2859,641900,"Google",1.34008799999992,2842.459961
"116",2021-08-26,2852.370117,2862.696045,2841.830078,2842.459961,746100,"Google",-9.91015599999992,2891.01001
"117",2021-08-27,2842.25,2900.219971,2840.399902,2891.01001,1228100,"Google",48.76001,2909.389893
"118",2021-08-30,2894.090088,2929.790039,2892,2909.389893,845800,"Google",15.2998050000001,2909.23999
"119",2021-08-31,2917.689941,2922.23999,2900,2909.23999,1337800,"Google",-8.44995100000006,2916.840088
"120",2021-09-01,2913,2936.409912,2912.290039,2916.840088,791200,"Google",3.84008799999992,2884.379883
"121",2021-09-02,2918.98999,2926.5,2882.129883,2884.379883,1092200,"Google",-34.610107,2895.5
"122",2021-09-03,2882.919922,2907.540039,2870.100098,2895.5,955200,"Google",12.580078,2910.379883
"123",2021-09-07,2894.98999,2916.47998,2890.820068,2910.379883,758500,"Google",15.389893,2897.669922
"124",2021-09-08,2907.870117,2911.02002,2884,2897.669922,774300,"Google",-10.2001949999999,2898.27002
"125",2021-09-09,2897.669922,2913.389893,2888.679932,2898.27002,739900,"Google",0.600097999999889,2838.419922
"126",2021-09-10,2908.870117,2920.379883,2834.830078,2838.419922,1644800,"Google",-70.4501949999999,2869.300049
"127",2021-09-13,2864.02002,2883.820068,2845.649902,2869.300049,1008800,"Google",5.28002900000001,2868.120117
"128",2021-09-14,2883.219971,2894.550049,2858.110107,2868.120117,945800,"Google",-15.0998540000001,2904.120117
"129",2021-09-15,2875.179932,2911.629883,2845.120117,2904.120117,1032400,"Google",28.9401849999999,2887.469971
"130",2021-09-16,2902.419922,2904,2868.326904,2887.469971,1014600,"Google",-14.9499510000001,2829.27002
"131",2021-09-17,2875.969971,2884.98999,2821.22998,2829.27002,3002000,"Google",-46.6999510000001,2780.340088
"132",2021-09-20,2780.003906,2787.25,2741.060059,2780.340088,1745900,"Google",0.336182000000008,2792.929932
"133",2021-09-21,2802.340088,2816.231934,2778.110107,2792.929932,906500,"Google",-9.41015599999992,2818.77002
"134",2021-09-22,2801.01001,2831.669922,2789.435059,2818.77002,1103400,"Google",17.76001,2836.530029
"135",2021-09-23,2832.189941,2845.049072,2821.929932,2836.530029,863600,"Google",4.34008799999992,2852.659912
"136",2021-09-24,2818.919922,2858.070068,2817.01001,2852.659912,747500,"Google",33.73999,2830.02002
"137",2021-09-27,2831.709961,2850,2810,2830.02002,942200,"Google",-1.68994100000009,2723.679932
"138",2021-09-28,2781.77002,2792.129883,2714,2723.679932,2109500,"Google",-58.0900879999999,2690.419922
"139",2021-09-29,2742.194092,2747.969971,2685,2690.419922,1316900,"Google",-51.7741700000001,2665.310059
"140",2021-09-30,2686.5,2711.800049,2660,2665.310059,1764700,"Google",-21.1899410000001,2729.25
"141",2021-10-01,2671.090088,2741.419922,2667.550049,2729.25,1419400,"Google",58.1599120000001,2675.300049
"142",2021-10-04,2713.98999,2714,2623.330078,2675.300049,1576500,"Google",-38.6899410000001,2723.540039
"143",2021-10-05,2680,2747.23999,2680,2723.540039,1206300,"Google",43.540039,2747.080078
"144",2021-10-06,2692.51001,2757.040039,2689.72998,2747.080078,988200,"Google",54.570068,2783.709961
"145",2021-10-07,2777.26001,2803.089111,2771.26001,2783.709961,912500,"Google",6.44995100000006,2801.120117
"146",2021-10-08,2798.120117,2806.340088,2788.586914,2801.120117,946200,"Google",3,2776.949951
"147",2021-10-11,2796,2815.272949,2776.129883,2776.949951,829200,"Google",-19.0500489999999,2734.26001
"148",2021-10-12,2792.75,2793.899902,2725,2734.26001,1126800,"Google",-58.48999,2758
"149",2021-10-13,2755,2771,2739.530029,2758,819000,"Google",3,2828.23999
"150",2021-10-14,2799.040039,2833.030029,2786.780029,2828.23999,1071300,"Google",29.1999510000001,2833.5
"151",2021-10-15,2844,2844,2821.290039,2833.5,1062500,"Google",-10.5,2859.209961
"152",2021-10-18,2824.27002,2859.975098,2824.27002,2859.209961,828200,"Google",34.9399410000001,2876.439941
"153",2021-10-19,2865.830078,2882.139893,2861.919922,2876.439941,765800,"Google",10.6098630000001,2848.300049
"154",2021-10-20,2884.449951,2884.955078,2838.23999,2848.300049,897000,"Google",-36.1499020000001,2855.610107
"155",2021-10-21,2843.840088,2856.98999,2832.73999,2855.610107,742500,"Google",11.770019,2772.5
"156",2021-10-22,2807.02002,2831.169922,2743.409912,2772.5,1509100,"Google",-34.5200199999999,2775.459961
"157",2021-10-25,2776.209961,2784.115967,2734.969971,2775.459961,1054100,"Google",-0.75,2793.439941
"158",2021-10-26,2812.120117,2816.790039,2780.110107,2793.439941,1412900,"Google",-18.6801759999998,2928.550049
"159",2021-10-27,2798.050049,2982.360107,2798.050049,2928.550049,2592500,"Google",130.5,2922.580078
"160",2021-10-28,2945.97998,2948.48999,2895.27002,2922.580078,1620900,"Google",-23.3999020000001,2965.409912
"161",2021-10-29,2910.399902,2972.26001,2903.330078,2965.409912,1447700,"Google",55.01001,2875.47998
"162",2021-11-01,2963.300049,2967.98999,2871.590088,2875.47998,1613600,"Google",-87.8200689999999,2917.26001
"163",2021-11-02,2896.187988,2938.409912,2892.820068,2917.26001,1057500,"Google",21.0720219999998,2935.800049
"164",2021-11-03,2925.5,2938.209961,2901.070068,2935.800049,894300,"Google",10.3000489999999,2973.659912
"165",2021-11-04,2944,2999,2932.699951,2973.659912,1235000,"Google",29.6599120000001,2984.820068
"166",2021-11-05,2987.070068,3011.415039,2973.040039,2984.820068,1020400,"Google",-2.25,2987.030029
"167",2021-11-08,3000,3020.689941,2982.399902,2987.030029,919400,"Google",-12.969971,2984.969971
"168",2021-11-09,2994.919922,3007.570068,2950.139893,2984.969971,843800,"Google",-9.94995100000006,2932.52002
"169",2021-11-10,2960.195068,2974,2906.5,2932.52002,1135400,"Google",-27.6750480000001,2934.959961
"170",2021-11-11,2942.139893,2970.044922,2933.889893,2934.959961,623200,"Google",-7.17993200000001,2992.909912
"171",2021-11-12,2956.629883,2997.189941,2929.080078,2992.909912,852400,"Google",36.280029,2987.76001
"172",2021-11-15,3000,3009.540039,2973.050049,2987.76001,812400,"Google",-12.23999,2981.52002
"173",2021-11-16,2983.409912,2996.649902,2967,2981.52002,862700,"Google",-1.88989200000015,2981.23999
"174",2021-11-17,2984.580078,2992.52002,2971.26001,2981.23999,764500,"Google",-3.34008799999992,3014.179932
"175",2021-11-18,2982.919922,3032.199951,2979.969971,3014.179932,1332900,"Google",31.26001,2999.050049
"176",2021-11-19,3020,3037,2997.75,2999.050049,988300,"Google",-20.9499510000001,2941.570068
"177",2021-11-22,3002.834961,3014.889893,2940.110107,2941.570068,1230400,"Google",-61.264893,2935.139893
"178",2021-11-23,2942.26001,2953.879883,2897.790039,2935.139893,906300,"Google",-7.12011699999994,2934.350098
"179",2021-11-24,2927,2940,2903.97998,2934.350098,823200,"Google",7.35009799999989,2856.120117
"180",2021-11-26,2900.310059,2905.939941,2849.709961,2856.120117,849600,"Google",-44.189942,2922.280029
"181",2021-11-29,2885.969971,2937.23999,2885.969971,2922.280029,1313800,"Google",36.310058,2849.040039
"182",2021-11-30,2909.004883,2932.570068,2841.320068,2849.040039,2079500,"Google",-59.9648440000001,2832.360107
"183",2021-12-01,2884.25,2929.98291,2830,2832.360107,1423800,"Google",-51.889893,2875.530029
"184",2021-12-02,2836.47998,2893.5,2819.639893,2875.530029,1062500,"Google",39.0500489999999,2850.409912
"185",2021-12-03,2889.909912,2904.26001,2823,2850.409912,1334400,"Google",-39.5,2875.929932
"186",2021-12-06,2871.47998,2887.030029,2812.939941,2875.929932,1109900,"Google",4.44995199999994,2960.72998
"187",2021-12-07,2919,2966,2914.050049,2960.72998,1162900,"Google",41.7299800000001,2974.409912
"188",2021-12-08,2966.629883,2983.129883,2944,2974.409912,948200,"Google",7.78002900000001,2962.120117
"189",2021-12-09,2963.52002,2992.100098,2950.580078,2962.120117,929000,"Google",-1.39990299999999,2973.5
"190",2021-12-10,2982,2988,2947.149902,2973.5,1081700,"Google",-8.5,2934.090088
"191",2021-12-13,2968.879883,2971.25,2927.199951,2934.090088,1205200,"Google",-34.7897950000001,2899.409912
"192",2021-12-14,2895.399902,2908.840088,2844.850098,2899.409912,1238900,"Google",4.01000999999997,2947.370117
"193",2021-12-15,2887.320068,2950.344971,2854.110107,2947.370117,1364000,"Google",60.0500489999999,2896.77002
"194",2021-12-16,2961.540039,2971.030029,2881.850098,2896.77002,1370000,"Google",-64.770019,2856.060059
"195",2021-12-17,2854.290039,2889.201904,2835.76001,2856.060059,2170200,"Google",1.77001999999993,2848.030029
"196",2021-12-20,2813.592041,2852.209961,2805,2848.030029,1013200,"Google",34.4379880000001,2884.409912
"197",2021-12-21,2863,2893.841064,2834.699951,2884.409912,977400,"Google",21.4099120000001,2938.97998
"198",2021-12-22,2882,2946.060059,2879.26001,2938.97998,921900,"Google",56.9799800000001,2942.850098
"199",2021-12-23,2941.790039,2971.451904,2939.01709,2942.850098,690900,"Google",1.06005899999991,2961.280029
"200",2021-12-27,2949.27002,2968.530029,2945,2961.280029,662800,"Google",12.0100090000001,2928.959961
"201",2021-12-28,2967.48999,2967.48999,2918.709961,2928.959961,931200,"Google",-38.530029,2930.090088
"202",2021-12-29,2928.590088,2943.675049,2910.090088,2930.090088,851100,"Google",1.5,2920.050049
"203",2021-12-30,2929,2941.25,2915.169922,2920.050049,648900,"Google",-8.94995100000006,2893.590088
"204",2021-12-31,2910.879883,2927.300049,2893.550049,2893.590088,864900,"Google",-17.2897950000001,2901.48999
"205",2022-01-03,2889.51001,2911,2870.050049,2901.48999,1260700,"Google",11.9799800000001,2888.330078
"206",2022-01-04,2911.01001,2932.199951,2876.322998,2888.330078,1146400,"Google",-22.679932,2753.070068
"207",2022-01-05,2883.620117,2885.959961,2750.469971,2753.070068,2482100,"Google",-130.550049,2751.02002
"208",2022-01-06,2749.949951,2793.719971,2735.27002,2751.02002,1452500,"Google",1.07006899999988,2740.090088
"209",2022-01-07,2758.100098,2765.094971,2715.780029,2740.090088,970400,"Google",-18.01001,2771.47998
"210",2022-01-10,2701.97998,2772.800049,2662.810059,2771.47998,1704800,"Google",69.5,2800.350098
"211",2022-01-11,2763.610107,2806.590088,2736.27002,2800.350098,1175100,"Google",36.7399909999999,2832.959961
"212",2022-01-12,2831.090088,2856.284912,2822.23999,2832.959961,1182100,"Google",1.8698730000001,2782.620117
"213",2022-01-13,2836.810059,2863.709961,2778.280029,2782.620117,1328300,"Google",-54.189942,2795.72998
"214",2022-01-14,2750,2824.01001,2750,2795.72998,1191300,"Google",45.7299800000001,2725.810059
"215",2022-01-18,2732,2747.830078,2712.340088,2725.810059,1369100,"Google",-6.18994100000009,2713.040039
"216",2022-01-19,2738.77002,2767.98999,2710,2713.040039,1039800,"Google",-25.729981,2670.129883
"217",2022-01-20,2730.280029,2758.23999,2662.889893,2670.129883,1096500,"Google",-60.1501459999999,2601.840088
"218",2022-01-21,2660.23999,2695.209961,2600.02002,2601.840088,2096000,"Google",-58.3999020000001,2607.439941
"219",2022-01-24,2520.550049,2615.570068,2492.839111,2607.439941,2757400,"Google",86.8898920000001,2534.709961
"220",2022-01-25,2568.709961,2586.77002,2527.560059,2534.709961,1800400,"Google",-34,2584.800049
"221",2022-01-26,2611.850098,2656.149902,2543.070068,2584.800049,1981500,"Google",-27.0500489999999,2582.419922
"222",2022-01-27,2627.219971,2652.198975,2578.899902,2582.419922,1512400,"Google",-44.8000489999999,2665.790039
"223",2022-01-28,2600,2667.409912,2573.889893,2665.790039,1525900,"Google",65.790039,2713.969971
"224",2022-01-31,2683.959961,2716.870117,2645.47998,2713.969971,1702800,"Google",30.01001,2757.570068
"225",2022-02-01,2756.699951,2764,2691.36499,2757.570068,2560200,"Google",0.870116999999937,2960.72998
"226",2022-02-02,3037.27002,3042,2911.149902,2960.72998,4487500,"Google",-76.5400399999999,2853.01001
"227",2022-02-03,2905.899902,2982.354004,2844.100098,2853.01001,2846500,"Google",-52.8898920000001,2860.320068
"228",2022-02-04,2860.340088,2890.705078,2796.350098,2860.320068,2461200,"Google",-0.0200199999999313,2778.76001
"229",2022-02-07,2874.179932,2876.929932,2773.97998,2778.76001,2230500,"Google",-95.419922,2784.26001
"230",2022-02-08,2779.824951,2796.741943,2737.459961,2784.26001,1712800,"Google",4.43505899999991,2829.060059
"231",2022-02-09,2816.995117,2843.51001,2807.540039,2829.060059,1431400,"Google",12.064942,2772.050049
"232",2022-02-10,2790,2828.620117,2761,2772.050049,1650900,"Google",-17.9499510000001,2682.600098
"233",2022-02-11,2775,2785.665039,2665.77002,2682.600098,1940400,"Google",-92.3999020000001,2706
"234",2022-02-14,2667.310059,2723.330078,2666.040039,2706,1339600,"Google",38.6899410000001,2728.51001
"235",2022-02-15,2749.429932,2758,2710.790039,2728.51001,1328900,"Google",-20.919922,2749.75
"236",2022-02-16,2728.610107,2758.919922,2696.4729,2749.75,1280500,"Google",21.139893,2646.169922
"237",2022-02-17,2723,2736.790039,2644.040039,2646.169922,1548400,"Google",-76.830078,2609.350098
"238",2022-02-18,2660.75,2676.47998,2606.141113,2609.350098,1592900,"Google",-51.3999020000001,2588.050049
"239",2022-02-22,2599.699951,2638.014893,2554.820068,2588.050049,1945300,"Google",-11.6499020000001,2551.699951
"240",2022-02-23,2621.570068,2634.97998,2550.070068,2551.699951,1321600,"Google",-69.8701169999999,2653.469971
"241",2022-02-24,2500,2660.73999,2495.290039,2653.469971,2158300,"Google",153.469971,2690.389893
"242",2022-02-25,2670.51001,2707.780029,2635.300049,2690.389893,1311800,"Google",19.8798830000001,2697.820068
"243",2022-02-28,2665.689941,2712.810059,2656.504883,2697.820068,1483800,"Google",32.1301269999999,2683.360107
"244",2022-03-01,2689.600098,2722.219971,2667.570068,2683.360107,1232000,"Google",-6.23999099999992,2695.030029
"245",2022-03-02,2692.165039,2712.310059,2668.649902,2695.030029,1198300,"Google",2.86499000000003,2686.159912
"246",2022-03-03,2719.570068,2734.275879,2668.620117,2686.159912,989000,"Google",-33.4101559999999,2642.439941
"247",2022-03-04,2667.649902,2683.97998,2608.169922,2642.439941,1222300,"Google",-25.209961,2529.290039
"248",2022-03-07,2638.080078,2638.080078,2528.199951,2529.290039,1958900,"Google",-108.790039,2545.570068
"249",2022-03-08,2525.01001,2624.929932,2517.215088,2545.570068,1762500,"Google",20.560058,2677.320068
"250",2022-03-09,2628,2683.969971,2601.76001,2677.320068,1612900,"Google",49.320068,2653.639893
"251",2022-03-10,2629.25,2670.77002,2628.02002,2653.639893,1213300,"Google",24.389893,2609.51001
"252",2022-03-11,2679.98999,2684,2605.929932,2609.51001,1328500,"Google",-70.4799800000001,2609.51001
